,details,Etat,Marque,Prix,Adresse,Image_link
80,"<h1 class=""listing-item__header"">
    Pc game i7 4th Gen Rtx 4060Ti
</h1>",Venant,Core i7 14é génération,1 250 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/74fe6032a128f5f1fe1042cf144e34c0/-/horizon-files-prod/ed/picture/q9mjq6m8/deef0bd69377e727de9e03570d54a9cde5e87a90.jpg
81,"<h1 class=""listing-item__header"">
    💻 HP EliteBook x360 1040 G6
</h1>",Neuf,HP,245 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8dde5833d3fbb71f5e3658567f4f47c/-/horizon-files-prod/ed/picture/qzvp96gr/f4b71d21c1685b7b06630b8a8545bcf1050471d9.jpg
82,"<h1 class=""listing-item__header"">
    🔥 HP ZBook Firefly 14 G9 🔥
</h1>",Neuf,HP,340 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b8d8a76a19b3f0e2607b4d4f1f4ca366/-/horizon-files-prod/ed/picture/qenve7g9/ad40c71ad674a6b0d8f00b9859434c98b3ca03a4.jpg
83,"<h1 class=""listing-item__header"">
    ✨ HP ProBook x360 11 G7 EE – Ultra Polyvalent &amp; Robuste ✨
</h1>",Neuf,HP,135 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c70fb99d2d3140f609254cbdb7452ac/-/horizon-files-prod/ed/picture/q56d057p/728b714331091f2d8ea18e298cf4743e064d6cf9.jpg
84,"<h1 class=""listing-item__header"">
    🚀 DELL XPS 15 9500—10eme gen—GTX🔥
</h1>",Neuf,Dell,475 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/33bc1e2de8cd0a17fe6a6faba4737cf2/-/horizon-files-prod/ed/picture/qde7p6x7/98dd88c8ef46d49ef98a519ef2dcf1a3e0054470.jpg
85,"<h1 class=""listing-item__header"">
    MacBook Air Puce M1 2020 13.3 Pouces
</h1>",Neuf,Apple,475 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2053dde01aa95e4580dcba20252e968a/-/horizon-files-prod/ed/picture/qxjpvz50/c1e0067ebf2951d35c5a2871b5a11ba1df7851c2.jpg
86,"<h1 class=""listing-item__header"">
    Microsoft Surface Pro 9 2022 i5 112th Gen 13.3 Pouces
</h1>",Neuf,Microsoft Surface,600 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45107e05d1372ab08aa0fba9c2f62943/-/horizon-files-prod/ed/picture/qrz8e0g9/49e77a735be1e1f1d865465353e1841dcba78043.jpg
87,"<h1 class=""listing-item__header"">
    HP Elitebook 830 G7 cor i5
</h1>",Neuf,HP,320 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/675ebe020c4a00a91900881229462e7e/-/horizon-files-prod/ed/picture/q6xdngnz/7743d7eb06f4c83d637d13c2a89d3cdc27d348b8.jpg
88,"<h1 class=""listing-item__header"">
    Dell inspiron All in One
</h1>",Neuf,Dell,525 000 ,Sicap Sacré-cœur,https://i.roamcdn.net/hz/ed/listing-thumb-543w/386969c893e63115e25f869fbc54c7a6/-/horizon-files-prod/ed/picture/q6xd9mev/080698d3853fe32755df653097a1eec97915f223.jpg
89,"<h1 class=""listing-item__header"">
    Mac pro m1
</h1>",Neuf,Apple,495 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9172aca1b2c67bb5612b6af45f6980e/-/horizon-files-prod/ed/picture/q9mjqdq0/5edc7779533953a12450d35d2f442f0bc1f97662.jpg
90,"<h1 class=""listing-item__header"">
    MSI CYBORG
</h1>",Neuf,MSI,650 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f19888430251c13a9c2ecaa2c1ade4a0/-/horizon-files-prod/ed/picture/q9mjqrex/82ea8863ae647eead29abdcd1485c2d9dc7aab9f.jpg
91,"<h1 class=""listing-item__header"">
    MacBook Pro 14"" (2024) - PUCE M4 Pro
</h1>",Neuf,Apple,1 500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bfd81ade49c4ef6b8001fa9a6b06632/-/horizon-files-prod/ed/picture/qgqwepr4/467ecb5c3d3e76082d7ca19b8a0a0f311d37990a.jpg
92,"<h1 class=""listing-item__header"">
    MacBook Air M2 13.3 Pouces 2022
</h1>",Neuf,Apple,600 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b86bdf06fa025e89dbe6dde21df54519/-/horizon-files-prod/ed/picture/qngpezkz/b898522c05794364e21ea78bd66934240c2bb730.jpg
93,"<h1 class=""listing-item__header"">
    SURFACE STUDIO 2
</h1>",Venant,Microsoft Surface,700 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34f970830389c300cb980e7ca48e3023/-/horizon-files-prod/ed/picture/qngpeznz/d41e35065a6893eec95a3a4661ddb2b4f1084117.jpg
94,"<h1 class=""listing-item__header"">
    Hp Zbook firefly 14 G9
</h1>",Neuf,HP,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/56103b98ee19bcfcf3a55825e887ddc0/-/horizon-files-prod/ed/picture/q44nvmp9/a9b3675fc1fe8bd31c4aa63efbd9aeef7aea7892.jpg
95,"<h1 class=""listing-item__header"">
    Dell XPS 15 9520
</h1>",Neuf,Dell,610 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c7e27221fc85850065f3ad4462ba8b4/-/horizon-files-prod/ed/picture/qwep78w5/a3038f5c4d3839a58716cc6e0118c0efa9f21718.jpg
96,"<h1 class=""listing-item__header"">
    Macbook Air M1 2020
</h1>",Venant,Apple,300 000 ,Dieuppeul,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6780e4603542b097e6de266f1f95823d/-/horizon-files-prod/ed/picture/qde7zemj/430fbcded2a2da6456f870ff8cbbcfaa2c54e08d.jpg
97,"<h1 class=""listing-item__header"">
    Promo☄️Dell latitude Corei3 Ram8
</h1>",Venant,Dell,100 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/639442d10b26a1def7efc42dffd947ea/-/horizon-files-prod/ed/picture/q44nvmn2/74e2558f9c6c28ba382a7898736f3486bdb7ba9b.jpg
98,"<h1 class=""listing-item__header"">
    Promo☄️Lenovo Thinkpad T14 Ryzen5 pro Ram16
</h1>",Neuf,Lenovo,220 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34a8c1cedaaa3fbbf9f3dec6205b15e3/-/horizon-files-prod/ed/picture/q0g7jz78/2edef4efcd6464af948906ed1ff08e258221e416.jpg
99,"<h1 class=""listing-item__header"">
    Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8
</h1>",Neuf,HP,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77d55b7ecd87ec2732f4470cead411b9/-/horizon-files-prod/ed/picture/qzvp96pd/cf12021a90c5a4ad8ca4281b06198cbb9bc98d19.jpg
100,"<h1 class=""listing-item__header"">
    MacBook Air 2017 i7
</h1>",Venant,Apple,200 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7700a2b3b3eb027e402ef02955108047/-/horizon-files-prod/ed/picture/qwep782j/2d502888ef7c02d2eb3f5980616cf5b8a307ce9a.jpg
101,"<h1 class=""listing-item__header"">
    MACBOOK PRO | Dual core | 13''
</h1>",Venant,Apple,85 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4947ea8339751de80d36bdfac7b82634/-/horizon-files-prod/ed/picture/qkr8nmev/32e5285a8e90685415b6b0b696e22ae895de0883.jpg
102,"<h1 class=""listing-item__header"">
    Dell 3470 tactile i5 6th ram 8
</h1>",Venant,Dell,130 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1852af032caaa8a72c212043259dbda/-/horizon-files-prod/ed/picture/q9zveg8/1b8c1e5ca8174b20b5450b17a85c7f1781468f27.jpg
103,"<h1 class=""listing-item__header"">
    Hp Probook 450 G6 8gen - i5
</h1>",D'occasion,HP,160 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd2a01bb494fff49db8eb45d21c8b6d0/-/horizon-files-prod/ed/picture/q785xk0g/521eb0448bfe03873b3113a6401c405f80cb54d7.jpg
104,"<h1 class=""listing-item__header"">
    𝗜𝗠𝗔𝗖 𝗦𝗟𝗜𝗠 𝟮𝟬𝟭𝟳 | 𝗶𝟳 | 𝟮𝟭.𝟱″
</h1>",Venant,Apple,250 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a6cd9f61c503cacdc5cf34ff19d5b47/-/horizon-files-prod/ed/picture/qrz8xdkq/379332079d4eb6a2d0ca3e39946893071c6a6502.jpg
105,"<h1 class=""listing-item__header"">
    𝗔𝗟𝗟 𝗜𝗡 𝗢𝗡𝗘 𝗟𝗘𝗡𝗢𝗩𝗢 𝗧𝗛𝗜𝗡𝗞𝗖𝗘𝗡𝗧𝗥𝗘 𝗠𝟵𝟯𝗭 | 𝗜𝟱
</h1>",Venant,Lenovo,175 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05ad93248b7e99772fe8f4f315d1e04b/-/horizon-files-prod/ed/picture/qzvp9pvq/e2ae66efcdf2ff2691639da5d35c342cdd33fe0d.jpg
106,"<h1 class=""listing-item__header"">
    MacBook Pro M3 Pro Max 16 Pouces 2023
</h1>",Neuf,Apple,2 300 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/068becbc8377f5649773aebfba8e2ca4/-/horizon-files-prod/ed/picture/qm5ged4r/670e1c5199baa7bd0b23bf1d75ee0c8856baedb8.jpg
107,"<h1 class=""listing-item__header"">
    Dell latitude 5430 ou 5420
</h1>",Venant,Dell,2 950 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c2cf00db3e77db9e14663bb116e233d/-/horizon-files-prod/ed/picture/qgqwez89/67c3452ec8c5b296df95165a09c0ee8c190fa898.jpg
108,"<h1 class=""listing-item__header"">
    HP VICTUS GAMER 15-fa0033dx
</h1>",Neuf,HP,694 900 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77749f815859eec62df5b3f2412b1b91/-/horizon-files-prod/ed/picture/qwep8eep/0148970110b4e8e1ac062a004440037d38f99316.jpg
109,"<h1 class=""listing-item__header"">
    Hp
</h1>",Venant,HP,135 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6347a4b42dea46c9088f76d7c385265/-/horizon-files-prod/ed/picture/q44nv7np/5d6983f924011fd683a5144e4afa973f75d5cf38.jpg
110,"<h1 class=""listing-item__header"">
    Mac air M3 2024
</h1>",Venant,Apple,850 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51ceaabe633d7c7f50e1f5a66538dd1b/-/horizon-files-prod/ed/picture/qm5gedg9/efa84fcb0881fc2d27e3826903d0398140a93f95.jpg
111,"<h1 class=""listing-item__header"">
    HP ENVY 14 CORE I5 X360
</h1>",Neuf,HP,449 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bc4693b9950e1ef8ab311d23906424bb/-/horizon-files-prod/ed/picture/q6xd9q87/5f54ca4b3ab88cecb10dd1387bf7195bdee9f462.jpg
112,"<h1 class=""listing-item__header"">
    Lenovo t540p i5 ram 8
</h1>",Venant,Lenovo,115 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/daa92342909658aa185328966d9c1934/-/horizon-files-prod/ed/picture/q6x6rpmz/72a58a70e4abbcad2a19874f2707f9f153873fc5.jpg
113,"<h1 class=""listing-item__header"">
    Écran AOC 32 pouce incurvé
</h1>",Neuf,AOC,410 000 ,Grand-Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/25993a6f6e0b81ff5482d99bde984d97/-/horizon-files-prod/ed/picture/q78wz97m/30a145c8c1d7091f02bcc597bc9a953d6ba1b0bf.jpg
114,"<h1 class=""listing-item__header"">
    MacBook Air core i5
</h1>",Venant,Apple,145 000 ,Grand-Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/29818729d6d724c89349ad38a36bbd88/-/horizon-files-prod/ed/picture/qj4qe2jr/6da464f7f9fe40fe4fbe0d801f754a9351e0ee20.jpg
115,"<h1 class=""listing-item__header"">
    MacBook Air m1 8/128
</h1>",Venant,Apple,290 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34ab5a934c50b0449a5442a15a1b885a/-/horizon-files-prod/ed/picture/qv4w6zn5/0f52ab993f87837b36a5adb36e6acc077c11ef10.jpg
116,"<h1 class=""listing-item__header"">
    Hp Envy x360  i7 11the génération
</h1>",Neuf,HP,250 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c399645144e01c512ab5aa33f65394e7/-/horizon-files-prod/ed/picture/qv4w6zvx/702a584b780ebeead9b1fd26e67f4fe019f4fd80.jpg
117,"<h1 class=""listing-item__header"">
    MacBook Air M3 RAM 8 / SSD de 256 Go
</h1>",Venant,Apple,680 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0074504cebdb31b823c2157e33dcd9ff/-/horizon-files-prod/ed/picture/qngpewnk/5af25901190ff956b3dee78a0a3132b8e19ba4f6.jpg
118,"<h1 class=""listing-item__header"">
    DISQUE DUR EXTERNE
</h1>",Neuf,Autre,42 750 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f11b058a1c623bbaa90890c1192423bc/-/horizon-files-prod/ed/picture/qq42e6g7/a44aaa0b4842d9798d5100008280ffb797b1e59c.png
119,"<h1 class=""listing-item__header"">
    IMPRIMANTE HP COLOR
</h1>",Neuf,HP,71 250 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/768340e250e5ecb007313b333736a043/-/horizon-files-prod/ed/picture/qpdme88q/01583015d4ffdd88f62b3ccc4525d9a563a401c9.jpg
120,"<h1 class=""listing-item__header"">
    Hp elitbook 840 G6 core i7
</h1>",Neuf,HP,265 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/546b7b80915afd8b8e020b2c079119ef/-/horizon-files-prod/ed/picture/qde7pnnm/2e8a6096657a770c7571b15bfa159de426e6d6c9.jpg
121,"<h1 class=""listing-item__header"">
    ORDINATEUR PORTABLE LENOVO
</h1>",Neuf,Lenovo,213 750 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/02c348b449e839057bb81a1fccb80bf3/-/horizon-files-prod/ed/picture/qxjpvqqw/25706428358ba48d0cbdb02acd7f0092cfa8acf5.png
122,"<h1 class=""listing-item__header"">
    Surface pro 7
</h1>",D'occasion,Autre,180 000 ,Parcelles Assainies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5eae1cb65f42e353c8706be806382ac9/-/horizon-files-prod/ed/picture/q8v4wgkr/d40df5181f353231233981d90c774c60481a47ca.jpg
123,"<h1 class=""listing-item__header"">
    Asus Rog Strix G15 Ryzen 9 /16Go/512ssd/RTX 3060
</h1>",Neuf,ASUS,700 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8cf5bf99e64d5f5a43397d169d8c9f71/-/horizon-files-prod/ed/picture/qzvppj5d/76da120d47406f14c4e9f02c79403cf7fcde87f2.jpg
124,"<h1 class=""listing-item__header"">
    LENOVO IDEAPAD GAMING I5-12GEN/16GO/512/RTX3050
</h1>",Neuf,Lenovo,700 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/87e029ab4cf5161110469d48709bf87b/-/horizon-files-prod/ed/picture/qj4qrnjd/fc2d441cb9be6444e34e99a06a4125ed21baadd2.jpg
125,"<h1 class=""listing-item__header"">
    ALL IN ONE HP ELITEONE 800 G1 | I5
</h1>",Venant,HP,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c266353cc6d99871908b28a80538e0fc/-/horizon-files-prod/ed/picture/q6xdngz7/890e79456e6e59c34c1dd60d3bdc508d06841e82.jpg
126,"<h1 class=""listing-item__header"">
    𝗛𝗣 𝗣𝗥𝗢𝗕𝗢𝗢𝗞 𝟰𝟰𝟬 𝗚𝟴 | 𝗶𝟱 | 𝟭𝟭 𝗚𝗘𝗡
</h1>",Venant,HP,250 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e6a5211f4d9644bd27a51bcb0eb2d0b/-/horizon-files-prod/ed/picture/qde7gzqg/5c1cb0f9e34b02140d54d23b1a2e45fcc498f475.jpg
127,"<h1 class=""listing-item__header"">
    HP ELITEDESK 800 G3 | i5 | 6e Gen
</h1>",Venant,HP,100 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2b05faf5aa085ce1d304ae40d52f3df/-/horizon-files-prod/ed/picture/qwe20m6p/8d214649dac616dee158934bcee6531b07ee9fa1.jpg
128,"<h1 class=""listing-item__header"">
    Hp victus Rtx 2050 4Go
</h1>",Venant,HP,450 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de09c4bc549f1096ee4565aeb0f53550/-/horizon-files-prod/ed/picture/q2j06w9g/749cd7fe32da9ba6de3e764e263c6bf782ded51d.jpg
129,"<h1 class=""listing-item__header"">
    Surface pro 11
</h1>",Venant,Microsoft Surface,690 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7fb13d936ad1464d2b1dee20e05f6e8/-/horizon-files-prod/ed/picture/q44nv6q4/6937a3ebea226a524aa91e6d7079ceabb1be274d.jpg
130,"<h1 class=""listing-item__header"">
    Surface pro 9
</h1>",Venant,Microsoft Surface,450 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e837b5ab57e83bb18760fa3274cc5c12/-/horizon-files-prod/ed/picture/q8v4w9x0/7f41b93108ff1c0e57149fbf41d6156436b26202.jpg
131,"<h1 class=""listing-item__header"">
    Hp elitbook 830 g5 core i5 de 8th
</h1>",Venant,HP,185 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2b6d775db6e4acd02a72d69e2c669911/-/horizon-files-prod/ed/picture/qenvexwd/dd219e26f256deb706b4dd9d69e417281e1d2f83.jpg
132,"<h1 class=""listing-item__header"">
    Microsoft surface laptop 2
</h1>",Venant,Microsoft Surface,275 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/504d736646d904c38c0c9fe6fa9b88ca/-/horizon-files-prod/ed/picture/q56d0zz7/bbe46d55f676b6d3fb6677234d7a679e4a2de8af.jpg
133,"<h1 class=""listing-item__header"">
    HP ELITEBOOK X360 1040 G10 i7 13e Gen
</h1>",Neuf,HP,750 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e518a3bd4415b94750a5ab6b9e9c665/-/horizon-files-prod/ed/picture/q6xd9vr6/ebb870ccf000e111c6412eda6107fa3caeac9fbb.jpg
134,"<h1 class=""listing-item__header"">
    ASUS TUF A17 I7/16GO/1TO/NVIDIA RTX3070
</h1>",Neuf,ASUS,750 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39234a1d3737cb5ca3b9fb0b1d0d3bdb/-/horizon-files-prod/ed/picture/qngpej9e/5ae80810a2b0cfd1191f0928f5f657876e253ec7.jpg
135,"<h1 class=""listing-item__header"">
    Ecran PC - ACER  24,5 pouces 100hz FHD Dalle IPS  1ms
</h1>",Neuf,Acer,100 000 ,Patte d‘oie,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5070cd3bcdf29493410ec6d2362f33fb/-/horizon-files-prod/ed/picture/q44nv65e/463d737fbef0c18a0df904df9a9b3c5add57f65c.jpg
136,"<h1 class=""listing-item__header"">
    DELL LATITUDE 7450 2IN1ULTRA 5 /32GO/512SDSD
</h1>",Neuf,Dell,500 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1106b0cbb2bdccf2f3885301c287ff04/-/horizon-files-prod/ed/picture/qq42e5qw/2a28252dd8550d3154d99dc91b76c9917f9d2652.jpg
137,"<h1 class=""listing-item__header"">
    MACBOOK PRO RETINA 2015 | i5 | 13''
</h1>",Venant,Apple,225 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4fa92d0be30dbc3a2244d3a30b173d9a/-/horizon-files-prod/ed/picture/qngx67pv/6897d2bb8c355239f7cf5d06b55310a467209254.jpg
138,"<h1 class=""listing-item__header"">
    Microsoft surface pro Elite x
</h1>",Neuf,Microsoft Surface,875 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5fa76554a499cc4407aed1e3ad8b57b/-/horizon-files-prod/ed/picture/qq42xvzv/e51ac1d85299c547448bcc5240b70608932fd9b6.png
139,"<h1 class=""listing-item__header"">
    𝗠𝗔𝗖𝗕𝗢𝗢𝗞 𝗣𝗥𝗢 𝗥𝗘𝗧𝗜𝗡𝗔 𝟮𝟬𝟭𝟮 | 𝗶𝟳 | 𝟭𝟱''
</h1>",Venant,Apple,150 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/415e09a5bcb131b06a20dac2cd7bc8d2/-/horizon-files-prod/ed/picture/qxjpvg2n/6d2e2313c1a6c9a18a2330de28fc6729dc734b1b.jpg
140,"<h1 class=""listing-item__header"">
    IMAC 2015 CORE I5 21.5 POUCES
</h1>",Venant,Apple,245 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4735815d7be8e499c3b96680e42e8fa/-/horizon-files-prod/ed/picture/q6xkg974/f3c4208c8df4ff79a01900b76f7bfa55473caac1.png
141,"<h1 class=""listing-item__header"">
    Surface Pro X avec clavier
</h1>",D'occasion,Microsoft Surface,350 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d6b168142a9023a785ceb96b70341da/-/horizon-files-prod/ed/picture/q2j06wj6/1ec1d1034c2248f12fb9669ddd248a6266ce3542.jpg
142,"<h1 class=""listing-item__header"">
    MSI Creator 17 RTX 3080
</h1>",Neuf,MSI,980 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b68b42ac5b868c24b2aed5d6fe05393/-/horizon-files-prod/ed/picture/q2j0djve/86a52f5bc779cc3d69085deebe0fa680d625dd6a.png
143,"<h1 class=""listing-item__header"">
    MacBook Pro 2024 14""/ M4 PRO / 24GB RAM/ 1TB SSD (promo)
</h1>",Neuf,Apple,1 550 000 ,Hlm,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9cf1bc709d75ff3699c2d8395bce5996/-/horizon-files-prod/ed/picture/q8v4w06p/64e34064cc90b0d3ab0c91597bcbade94728ddaf.png
144,"<h1 class=""listing-item__header"">
    Dell Xps 9315 -I7-12gen/16go/512ssd
</h1>",Neuf,Dell,550 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/75f822aeda2c7ac2cc81feb83bb79b99/-/horizon-files-prod/ed/picture/qwe27edj/1d1ceb958b7a250e913dacd251b57942f2e421bb.jpg
145,"<h1 class=""listing-item__header"">
    ASUS Zenbook 14 OLED I7-12GEN/16GO/512SSD
</h1>",Neuf,ASUS,550 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45aa43e4dc7fb5c4a259972f1c3869ac/-/horizon-files-prod/ed/picture/q8v4wkj9/eb063ea2c1618811b44f1a3705eaabb38fb32eb7.jpg
146,"<h1 class=""listing-item__header"">
    Macbook pro retina Corei5 /i7
</h1>",Venant,Apple,250 000 ,Gibraltar,https://i.roamcdn.net/hz/ed/listing-thumb-543w/085b89c06701a8d33237d5c88e4d58cf/-/horizon-files-prod/ed/picture/q94jp00/38a4d72a81da7e29b171591dba925e147cc81686.jpg
147,"<h1 class=""listing-item__header"">
    Ordinateur All in ONE i3-i5
</h1>",Venant,HP,150 000 ,Gueule-Tapée,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b09a1edb21ed6526f89022faf6e658b/-/horizon-files-prod/ed/picture/migrated/q0kr0n8/b700f86477b4657515b153160212a2b7b95baa1e.jpg
148,"<h1 class=""listing-item__header"">
    MSI CYBORG 15 RTX 4050
</h1>",Neuf,MSI,650 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/486a8da41dc00635b4637f1220806c45/-/horizon-files-prod/ed/picture/q0g7j228/eb830921c33114b1c400c7da29bd6a1f747476ba.jpg
149,"<h1 class=""listing-item__header"">
    MacBook Pro m4-pro 24/512
</h1>",Neuf,Apple,1 499 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd2fcb22be7515a201d391f95d32acfd/-/horizon-files-prod/ed/picture/qpdm49qq/d3701867725e3f4b3d3e6e6eb92b81c52af89378.jpg
150,"<h1 class=""listing-item__header"">
    16-pouce M1-PRO 16/512
</h1>",Venant,Apple,800 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85ab58ae55e52cc164c642989c6d8f46/-/horizon-files-prod/ed/picture/q44nv8qe/03d485772c093f5c6630fcccc6f0b9d96b3fccc4.jpg
151,"<h1 class=""listing-item__header"">
    MacBook Air m3 8/256
</h1>",Neuf,Apple,750 000 ,Yoff,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fce14560f1541c72e973aa490c5985dd/-/horizon-files-prod/ed/picture/qde7pkz2/49b74718a42b08aeebb18de18e40d0e8a8209447.jpg
152,"<h1 class=""listing-item__header"">
    Acer Nitro 5
</h1>",Neuf,Acer,450 000 ,Médina,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3bffb0b4f5961175033e5c8439d1fc80/-/horizon-files-prod/ed/picture/q78w0g4e/932e74918c6de6fadd2c87a26976261505acf972.jpg
153,"<h1 class=""listing-item__header"">
    Lenovo X1 carbon core i5 8th ram 16 SSD 512
</h1>",Venant,Lenovo,149 900 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a2b0cd7c2282cb6d06617adb90ecd2e/-/horizon-files-prod/ed/picture/q2j0xm0v/6386188f3d336b2748792551cf5489a7bba03c57.jpg
154,"<h1 class=""listing-item__header"">
    MacBook Pro 2019
</h1>",Venant,Apple,450 000 ,Point-e,https://i.roamcdn.net/hz/ed/listing-thumb-543w/acb3775d6d224b8e9fd1eac1feb54d95/-/horizon-files-prod/ed/picture/qv4wdd65/e7797b57f4fa32435956e643ebd183c36e2ccb86.jpg
155,"<h1 class=""listing-item__header"">
    Microsoft Surface 3 4GB
</h1>",Neuf,Microsoft Surface,85 000 ,Plateau,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cae96b0af9ddab51512387fda77687f/-/horizon-files-prod/ed/picture/q78wzx9g/6a77a2ad62a4010a04a47475b21292da70867e6f.jpg
156,"<h1 class=""listing-item__header"">
    ✨ Le HP 250 G8 à un prix imbattable ! ✨
</h1>",D'occasion,HP,225 000 ,Fass,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f29ecb5015abf7ec8aaa774e4ae5514/-/horizon-files-prod/ed/picture/q2j0685q/b8f99ff0314dfb4c851234e214dd80f4dabe8a75.jpg
157,"<h1 class=""listing-item__header"">
    MacBook Air 2020 M1
</h1>",D'occasion,Apple,390 000 ,Ouest foire,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f746f8ea3e7eb95ccd012ae044578441/-/horizon-files-prod/ed/picture/qq42ew5n/d95c25f09273fb8207dc8e41e57dff181e52d4e1.jpg
158,"<h1 class=""listing-item__header"">
    MACBOOK AIR M2 15 POUCE NEUF
</h1>",Neuf,Apple,800 000 ,Almadies,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39052c502c2f725c43a76f3a3ce8d596/-/horizon-files-prod/ed/picture/q56xkk4r/9bbc85fedf9ae7c628993d89e57f6395837cd159.png
